Title,Employer Name,Experience,Salary,Location,Skills Required,Posted Date
Technical Project Manager - Software Engineering,Calfus Inc.,8 to 15 Yrs,,Maharashtra,"['Java Python', ' Angular', ' Agile methodologies', ' software development', ' Jira', ' Asana', ' MS Project', ' DevOps', 'Nodejs', ' Reactjs', ' cloud architecture', ' CICD practices']",posted 4 days ago
Intern Software Engineering,BayaTree,0 to 4 Yrs,,Punjab,['Good communication skills Passion for software technologies'],posted 3 weeks ago
"Senior Manager Software Engineering, Supply Chain Technology",Wayfair,5 to 12 Yrs,,Karnataka,"['Release Engineering Architectural Design', ' Team Management', ' Product Design', ' Hiring', ' Agile Environment', ' Communication', ' Collaboration', ' Analytical Skills', 'Platform Experience', ' Containers', ' Container Orchestration', ' Deploy Automation', ' Decisionmaking']",posted 6 days ago
Software Engineering Intern - Frontend,Sense,0 to 4 Yrs,,Karnataka,"['HTML CSS', ' JavaScript', 'React', ' responsive design']",posted 1 week ago
Senior Associate Software Engineering,Trimont Services India Pvt Ltd,2 to 6 Yrs,,Hyderabad,"['SQL C', ' NET', ' TAS', 'CICD', ' REST APIs', ' Web Forms', ' NET Framework', ' NET Core', ' AngularReactjs', ' WebForms']",posted 7 days ago
Software Engineering Manager,Amdocs,13 to 17 Yrs,,Haryana,"['Machine Learning Azure', ' AWS', ' Java', ' microservices', ' people management', ' communication skills', ' Data Governance', ' NLP', 'GenAI', ' Databricks', ' PySpark', ' LLMs', ' Prompt Engineering', ' RAG', ' cloudnative architecture', ' data pipelines', ' analytical thinking', ' LangChain', ' HuggingFace Transformers', ' Vector Databases', ' MLOps', ' CICD', ' speech models', ' multimodal AI']",posted 4 days ago
Software Engineering (Frontend) Intern,Futures First,0 to 4 Yrs,,Jaipur,"['JavaScript HTML', ' CSS', ' Git', ' GitHub', ' performance optimization', ' Nx', ' REST', ' SSE', 'ES6', ' React', ' Nextjs', ' TypeScript', ' Jest', ' React Testing Library', ' microfrontends', ' monorepos', ' Turborepo', ' CICD']",posted 2 weeks ago
Senior Manager Software Engineering (Compliance Technology),Mogi I/O : OTT/Podcast/Short Video Apps for you,8 to 12 Yrs,,Hyderabad,"['software development data structures', ' algorithms', ' design patterns', ' system architecture', ' agile methodologies', ' analytical skills', ' communication skills', 'problemsolving']",posted 5 days ago
Full Stack Developer Lead I - Software Engineering,UST,3 to 7 Yrs,,Karnataka,"['RD Software Engineering', 'Full Stack']",posted 1 week ago
Software Engineering Intern,Prameya Consulting,0 to 4 Yrs,,Gujarat,"['algorithms routing', ' computer vision', ' machine learning', ' object detection', ' tracking', ' OpenCV', ' machine learning', ' NLP', ' Python', ' JavaScript', ' data structures', 'adaptive pedestrian routing algorithms', ' visionbased analytics', ' machine learning models', ' geospatial APIs', ' visualization libraries', ' graph traversal', ' route scoring strategies', ' computer vision pipelines', ' mobile app development', ' map libraries', ' routing APIs', ' GeoJSON', ' collaborative teamwork']",posted 2 months ago
Director of Software Engineering - Risk Technology,JPMC Candidate Experience page,10 to 14 Yrs,,Maharashtra,"['software engineering data architecture', ' product management', ' AWS', ' Python', ' Java', ' Snowflake', ' Airflow', ' databases', ' analytics', 'applications', ' technical processes', ' Databricks']",posted 2 weeks ago
Software Engineering Operations Leader,Eaton,18 to 22 Yrs,,Maharashtra,"['Agile methodologies DevOps', 'EndtoEnd Testing', ' Software Program Management', ' Cybersecurity', ' Software Engineering Excellence', ' CICD']",posted 1 week ago
Software Engineering Analyst,Infinite NXT and Technologies,7 to 12 Yrs,60  - 90 LPA,Australia,"['sales retention software testing', ' software sales', ' software services', ' manual test execution', ' keyword advertising', '']",posted 1 month ago
Senior Specialist - Software Engineering,LTIMindtree Limited,6 to 8 Yrs,,Chennai,['MERN'],posted 1 week ago
Specialist - Software Engineering,LTIMindtree Limited,5 to 7 Yrs,,Hyderabad,['Marketo'],posted 1 day ago
Software Engineering Manager,Ford Motor Company,10 to 14 Yrs,,Chennai,"['Java Spring', ' Microservices', ' Angular', ' Google Cloud Platform', ' eXtreme Programming', 'OpenShift CAAS', ' Lean methodology', ' API economy', ' SRE principles']",posted 4 days ago
"Manager, Software Engineering - AdTech SDKs (iOS, Android, Roku, Web)",Warner Bros. Discovery,12 to 16 Yrs,,Karnataka,"['Java Python', ' JavaScript', ' Swift', ' Android', ' iOS', ' DevOps', 'Web 20', ' OTT', ' SRE', ' CICD']",posted 4 days ago
Sr. Engineer Software Engineering,Vertiv,8 to 12 Yrs,,Maharashtra,"['JavaScript HTML', ' CSS', 'RestAPIs', ' Angular framework']",posted 5 days ago
Full Stack Intern Software Engineering,Jai Kisan,0 to 4 Yrs,,Karnataka,"['Angular Python', ' Java', ' Go', ' SQL', ' MySQL', ' PostgreSQL', ' NoSQL', ' MongoDB', ' Firebase', ' RESTful APIs', ' Data Structures', ' Algorithms', ' AWS', ' Git', ' GitHub', 'React', ' Vue', ' Nodejs', ' GraphQL', ' GitHub Copilot', ' ChatGPT', ' EC2', ' S3', ' RDS']",posted 4 days ago
"Vice President, Software Engineering",Mastercard,10 to 14 Yrs,,Maharashtra,"['Software Engineering Advanced Analytics', ' Vendor Management', ' Innovation', ' Budget Planning', ' Resource Allocation', ' Technical Leadership', ' Product Architecture', ' Solutioning', ' Financial Management', ' Communication Skills', ' Team Management', 'Datadriven Insights', ' Technology Strategy', ' Engineering Best Practices', ' Technical Innovation']",posted 7 days ago
Technical Project Manager - Software Engineering,Calfus Inc.,8 to 15 Yrs,,Maharashtra,"['Java Python', ' Angular', ' Agile methodologies', ' software development', ' Jira', ' Asana', ' MS Project', ' DevOps', 'Nodejs', ' Reactjs', ' cloud architecture', ' CICD practices']",posted 4 days ago
Intern Software Engineering,BayaTree,0 to 4 Yrs,,Punjab,['Good communication skills Passion for software technologies'],posted 3 weeks ago
"Senior Manager Software Engineering, Supply Chain Technology",Wayfair,5 to 12 Yrs,,Karnataka,"['Release Engineering Architectural Design', ' Team Management', ' Product Design', ' Hiring', ' Agile Environment', ' Communication', ' Collaboration', ' Analytical Skills', 'Platform Experience', ' Containers', ' Container Orchestration', ' Deploy Automation', ' Decisionmaking']",posted 6 days ago
Software Engineering Intern - Frontend,Sense,0 to 4 Yrs,,Karnataka,"['HTML CSS', ' JavaScript', 'React', ' responsive design']",posted 1 week ago
Senior Associate Software Engineering,Trimont Services India Pvt Ltd,2 to 6 Yrs,,Hyderabad,"['SQL C', ' NET', ' TAS', 'CICD', ' REST APIs', ' Web Forms', ' NET Framework', ' NET Core', ' AngularReactjs', ' WebForms']",posted 7 days ago
Software Engineering Manager,Amdocs,13 to 17 Yrs,,Haryana,"['Machine Learning Azure', ' AWS', ' Java', ' microservices', ' people management', ' communication skills', ' Data Governance', ' NLP', 'GenAI', ' Databricks', ' PySpark', ' LLMs', ' Prompt Engineering', ' RAG', ' cloudnative architecture', ' data pipelines', ' analytical thinking', ' LangChain', ' HuggingFace Transformers', ' Vector Databases', ' MLOps', ' CICD', ' speech models', ' multimodal AI']",posted 4 days ago
Software Engineering (Frontend) Intern,Futures First,0 to 4 Yrs,,Jaipur,"['JavaScript HTML', ' CSS', ' Git', ' GitHub', ' performance optimization', ' Nx', ' REST', ' SSE', 'ES6', ' React', ' Nextjs', ' TypeScript', ' Jest', ' React Testing Library', ' microfrontends', ' monorepos', ' Turborepo', ' CICD']",posted 2 weeks ago
Senior Manager Software Engineering (Compliance Technology),Mogi I/O : OTT/Podcast/Short Video Apps for you,8 to 12 Yrs,,Hyderabad,"['software development data structures', ' algorithms', ' design patterns', ' system architecture', ' agile methodologies', ' analytical skills', ' communication skills', 'problemsolving']",posted 5 days ago
Full Stack Developer Lead I - Software Engineering,UST,3 to 7 Yrs,,Karnataka,"['RD Software Engineering', 'Full Stack']",posted 1 week ago
Software Engineering Intern,Prameya Consulting,0 to 4 Yrs,,Gujarat,"['algorithms routing', ' computer vision', ' machine learning', ' object detection', ' tracking', ' OpenCV', ' machine learning', ' NLP', ' Python', ' JavaScript', ' data structures', 'adaptive pedestrian routing algorithms', ' visionbased analytics', ' machine learning models', ' geospatial APIs', ' visualization libraries', ' graph traversal', ' route scoring strategies', ' computer vision pipelines', ' mobile app development', ' map libraries', ' routing APIs', ' GeoJSON', ' collaborative teamwork']",posted 2 months ago
Director of Software Engineering - Risk Technology,JPMC Candidate Experience page,10 to 14 Yrs,,Maharashtra,"['software engineering data architecture', ' product management', ' AWS', ' Python', ' Java', ' Snowflake', ' Airflow', ' databases', ' analytics', 'applications', ' technical processes', ' Databricks']",posted 2 weeks ago
Software Engineering Operations Leader,Eaton,18 to 22 Yrs,,Maharashtra,"['Agile methodologies DevOps', 'EndtoEnd Testing', ' Software Program Management', ' Cybersecurity', ' Software Engineering Excellence', ' CICD']",posted 1 week ago
Software Engineering Analyst,Infinite NXT and Technologies,7 to 12 Yrs,60  - 90 LPA,Australia,"['sales retention software testing', ' software sales', ' software services', ' manual test execution', ' keyword advertising', '']",posted 1 month ago
Senior Specialist - Software Engineering,LTIMindtree Limited,6 to 8 Yrs,,Chennai,['MERN'],posted 1 week ago
Specialist - Software Engineering,LTIMindtree Limited,5 to 7 Yrs,,Hyderabad,['Marketo'],posted 1 day ago
Software Engineering Manager,Ford Motor Company,10 to 14 Yrs,,Chennai,"['Java Spring', ' Microservices', ' Angular', ' Google Cloud Platform', ' eXtreme Programming', 'OpenShift CAAS', ' Lean methodology', ' API economy', ' SRE principles']",posted 4 days ago
"Manager, Software Engineering - AdTech SDKs (iOS, Android, Roku, Web)",Warner Bros. Discovery,12 to 16 Yrs,,Karnataka,"['Java Python', ' JavaScript', ' Swift', ' Android', ' iOS', ' DevOps', 'Web 20', ' OTT', ' SRE', ' CICD']",posted 4 days ago
Sr. Engineer Software Engineering,Vertiv,8 to 12 Yrs,,Maharashtra,"['JavaScript HTML', ' CSS', 'RestAPIs', ' Angular framework']",posted 5 days ago
Full Stack Intern Software Engineering,Jai Kisan,0 to 4 Yrs,,Karnataka,"['Angular Python', ' Java', ' Go', ' SQL', ' MySQL', ' PostgreSQL', ' NoSQL', ' MongoDB', ' Firebase', ' RESTful APIs', ' Data Structures', ' Algorithms', ' AWS', ' Git', ' GitHub', 'React', ' Vue', ' Nodejs', ' GraphQL', ' GitHub Copilot', ' ChatGPT', ' EC2', ' S3', ' RDS']",posted 4 days ago
"Vice President, Software Engineering",Mastercard,10 to 14 Yrs,,Maharashtra,"['Software Engineering Advanced Analytics', ' Vendor Management', ' Innovation', ' Budget Planning', ' Resource Allocation', ' Technical Leadership', ' Product Architecture', ' Solutioning', ' Financial Management', ' Communication Skills', ' Team Management', 'Datadriven Insights', ' Technology Strategy', ' Engineering Best Practices', ' Technical Innovation']",posted 7 days ago
Technical Project Manager - Software Engineering,Calfus Inc.,8 to 15 Yrs,,Maharashtra,"['Java Python', ' Angular', ' Agile methodologies', ' software development', ' Jira', ' Asana', ' MS Project', ' DevOps', 'Nodejs', ' Reactjs', ' cloud architecture', ' CICD practices']",posted 4 days ago
Intern Software Engineering,BayaTree,0 to 4 Yrs,,Punjab,['Good communication skills Passion for software technologies'],posted 3 weeks ago
"Senior Manager Software Engineering, Supply Chain Technology",Wayfair,5 to 12 Yrs,,Karnataka,"['Release Engineering Architectural Design', ' Team Management', ' Product Design', ' Hiring', ' Agile Environment', ' Communication', ' Collaboration', ' Analytical Skills', 'Platform Experience', ' Containers', ' Container Orchestration', ' Deploy Automation', ' Decisionmaking']",posted 6 days ago
Software Engineering Intern - Frontend,Sense,0 to 4 Yrs,,Karnataka,"['HTML CSS', ' JavaScript', 'React', ' responsive design']",posted 1 week ago
Senior Associate Software Engineering,Trimont Services India Pvt Ltd,2 to 6 Yrs,,Hyderabad,"['SQL C', ' NET', ' TAS', 'CICD', ' REST APIs', ' Web Forms', ' NET Framework', ' NET Core', ' AngularReactjs', ' WebForms']",posted 7 days ago
Software Engineering Manager,Amdocs,13 to 17 Yrs,,Haryana,"['Machine Learning Azure', ' AWS', ' Java', ' microservices', ' people management', ' communication skills', ' Data Governance', ' NLP', 'GenAI', ' Databricks', ' PySpark', ' LLMs', ' Prompt Engineering', ' RAG', ' cloudnative architecture', ' data pipelines', ' analytical thinking', ' LangChain', ' HuggingFace Transformers', ' Vector Databases', ' MLOps', ' CICD', ' speech models', ' multimodal AI']",posted 4 days ago
Software Engineering (Frontend) Intern,Futures First,0 to 4 Yrs,,Jaipur,"['JavaScript HTML', ' CSS', ' Git', ' GitHub', ' performance optimization', ' Nx', ' REST', ' SSE', 'ES6', ' React', ' Nextjs', ' TypeScript', ' Jest', ' React Testing Library', ' microfrontends', ' monorepos', ' Turborepo', ' CICD']",posted 2 weeks ago
Senior Manager Software Engineering (Compliance Technology),Mogi I/O : OTT/Podcast/Short Video Apps for you,8 to 12 Yrs,,Hyderabad,"['software development data structures', ' algorithms', ' design patterns', ' system architecture', ' agile methodologies', ' analytical skills', ' communication skills', 'problemsolving']",posted 5 days ago
Full Stack Developer Lead I - Software Engineering,UST,3 to 7 Yrs,,Karnataka,"['RD Software Engineering', 'Full Stack']",posted 1 week ago
Software Engineering Intern,Prameya Consulting,0 to 4 Yrs,,Gujarat,"['algorithms routing', ' computer vision', ' machine learning', ' object detection', ' tracking', ' OpenCV', ' machine learning', ' NLP', ' Python', ' JavaScript', ' data structures', 'adaptive pedestrian routing algorithms', ' visionbased analytics', ' machine learning models', ' geospatial APIs', ' visualization libraries', ' graph traversal', ' route scoring strategies', ' computer vision pipelines', ' mobile app development', ' map libraries', ' routing APIs', ' GeoJSON', ' collaborative teamwork']",posted 2 months ago
Director of Software Engineering - Risk Technology,JPMC Candidate Experience page,10 to 14 Yrs,,Maharashtra,"['software engineering data architecture', ' product management', ' AWS', ' Python', ' Java', ' Snowflake', ' Airflow', ' databases', ' analytics', 'applications', ' technical processes', ' Databricks']",posted 2 weeks ago
Software Engineering Operations Leader,Eaton,18 to 22 Yrs,,Maharashtra,"['Agile methodologies DevOps', 'EndtoEnd Testing', ' Software Program Management', ' Cybersecurity', ' Software Engineering Excellence', ' CICD']",posted 1 week ago
Software Engineering Analyst,Infinite NXT and Technologies,7 to 12 Yrs,60  - 90 LPA,Australia,"['sales retention software testing', ' software sales', ' software services', ' manual test execution', ' keyword advertising', '']",posted 1 month ago
Senior Specialist - Software Engineering,LTIMindtree Limited,6 to 8 Yrs,,Chennai,['MERN'],posted 1 week ago
Specialist - Software Engineering,LTIMindtree Limited,5 to 7 Yrs,,Hyderabad,['Marketo'],posted 1 day ago
Software Engineering Manager,Ford Motor Company,10 to 14 Yrs,,Chennai,"['Java Spring', ' Microservices', ' Angular', ' Google Cloud Platform', ' eXtreme Programming', 'OpenShift CAAS', ' Lean methodology', ' API economy', ' SRE principles']",posted 4 days ago
"Manager, Software Engineering - AdTech SDKs (iOS, Android, Roku, Web)",Warner Bros. Discovery,12 to 16 Yrs,,Karnataka,"['Java Python', ' JavaScript', ' Swift', ' Android', ' iOS', ' DevOps', 'Web 20', ' OTT', ' SRE', ' CICD']",posted 4 days ago
Sr. Engineer Software Engineering,Vertiv,8 to 12 Yrs,,Maharashtra,"['JavaScript HTML', ' CSS', 'RestAPIs', ' Angular framework']",posted 5 days ago
Full Stack Intern Software Engineering,Jai Kisan,0 to 4 Yrs,,Karnataka,"['Angular Python', ' Java', ' Go', ' SQL', ' MySQL', ' PostgreSQL', ' NoSQL', ' MongoDB', ' Firebase', ' RESTful APIs', ' Data Structures', ' Algorithms', ' AWS', ' Git', ' GitHub', 'React', ' Vue', ' Nodejs', ' GraphQL', ' GitHub Copilot', ' ChatGPT', ' EC2', ' S3', ' RDS']",posted 4 days ago
"Vice President, Software Engineering",Mastercard,10 to 14 Yrs,,Maharashtra,"['Software Engineering Advanced Analytics', ' Vendor Management', ' Innovation', ' Budget Planning', ' Resource Allocation', ' Technical Leadership', ' Product Architecture', ' Solutioning', ' Financial Management', ' Communication Skills', ' Team Management', 'Datadriven Insights', ' Technology Strategy', ' Engineering Best Practices', ' Technical Innovation']",posted 7 days ago
Technical Project Manager - Software Engineering,Calfus Inc.,8 to 15 Yrs,,Maharashtra,"['Java Python', ' Angular', ' Agile methodologies', ' software development', ' Jira', ' Asana', ' MS Project', ' DevOps', 'Nodejs', ' Reactjs', ' cloud architecture', ' CICD practices']",posted 4 days ago
Intern Software Engineering,BayaTree,0 to 4 Yrs,,Punjab,['Good communication skills Passion for software technologies'],posted 3 weeks ago
"Senior Manager Software Engineering, Supply Chain Technology",Wayfair,5 to 12 Yrs,,Karnataka,"['Release Engineering Architectural Design', ' Team Management', ' Product Design', ' Hiring', ' Agile Environment', ' Communication', ' Collaboration', ' Analytical Skills', 'Platform Experience', ' Containers', ' Container Orchestration', ' Deploy Automation', ' Decisionmaking']",posted 6 days ago
Software Engineering Intern - Frontend,Sense,0 to 4 Yrs,,Karnataka,"['HTML CSS', ' JavaScript', 'React', ' responsive design']",posted 1 week ago
Senior Associate Software Engineering,Trimont Services India Pvt Ltd,2 to 6 Yrs,,Hyderabad,"['SQL C', ' NET', ' TAS', 'CICD', ' REST APIs', ' Web Forms', ' NET Framework', ' NET Core', ' AngularReactjs', ' WebForms']",posted 7 days ago
Software Engineering Manager,Amdocs,13 to 17 Yrs,,Haryana,"['Machine Learning Azure', ' AWS', ' Java', ' microservices', ' people management', ' communication skills', ' Data Governance', ' NLP', 'GenAI', ' Databricks', ' PySpark', ' LLMs', ' Prompt Engineering', ' RAG', ' cloudnative architecture', ' data pipelines', ' analytical thinking', ' LangChain', ' HuggingFace Transformers', ' Vector Databases', ' MLOps', ' CICD', ' speech models', ' multimodal AI']",posted 4 days ago
Software Engineering (Frontend) Intern,Futures First,0 to 4 Yrs,,Jaipur,"['JavaScript HTML', ' CSS', ' Git', ' GitHub', ' performance optimization', ' Nx', ' REST', ' SSE', 'ES6', ' React', ' Nextjs', ' TypeScript', ' Jest', ' React Testing Library', ' microfrontends', ' monorepos', ' Turborepo', ' CICD']",posted 2 weeks ago
Senior Manager Software Engineering (Compliance Technology),Mogi I/O : OTT/Podcast/Short Video Apps for you,8 to 12 Yrs,,Hyderabad,"['software development data structures', ' algorithms', ' design patterns', ' system architecture', ' agile methodologies', ' analytical skills', ' communication skills', 'problemsolving']",posted 5 days ago
Full Stack Developer Lead I - Software Engineering,UST,3 to 7 Yrs,,Karnataka,"['RD Software Engineering', 'Full Stack']",posted 1 week ago
Software Engineering Intern,Prameya Consulting,0 to 4 Yrs,,Gujarat,"['algorithms routing', ' computer vision', ' machine learning', ' object detection', ' tracking', ' OpenCV', ' machine learning', ' NLP', ' Python', ' JavaScript', ' data structures', 'adaptive pedestrian routing algorithms', ' visionbased analytics', ' machine learning models', ' geospatial APIs', ' visualization libraries', ' graph traversal', ' route scoring strategies', ' computer vision pipelines', ' mobile app development', ' map libraries', ' routing APIs', ' GeoJSON', ' collaborative teamwork']",posted 2 months ago
Director of Software Engineering - Risk Technology,JPMC Candidate Experience page,10 to 14 Yrs,,Maharashtra,"['software engineering data architecture', ' product management', ' AWS', ' Python', ' Java', ' Snowflake', ' Airflow', ' databases', ' analytics', 'applications', ' technical processes', ' Databricks']",posted 2 weeks ago
Software Engineering Operations Leader,Eaton,18 to 22 Yrs,,Maharashtra,"['Agile methodologies DevOps', 'EndtoEnd Testing', ' Software Program Management', ' Cybersecurity', ' Software Engineering Excellence', ' CICD']",posted 1 week ago
Software Engineering Analyst,Infinite NXT and Technologies,7 to 12 Yrs,60  - 90 LPA,Australia,"['sales retention software testing', ' software sales', ' software services', ' manual test execution', ' keyword advertising', '']",posted 1 month ago
Senior Specialist - Software Engineering,LTIMindtree Limited,6 to 8 Yrs,,Chennai,['MERN'],posted 1 week ago
Specialist - Software Engineering,LTIMindtree Limited,5 to 7 Yrs,,Hyderabad,['Marketo'],posted 1 day ago
Software Engineering Manager,Ford Motor Company,10 to 14 Yrs,,Chennai,"['Java Spring', ' Microservices', ' Angular', ' Google Cloud Platform', ' eXtreme Programming', 'OpenShift CAAS', ' Lean methodology', ' API economy', ' SRE principles']",posted 4 days ago
"Manager, Software Engineering - AdTech SDKs (iOS, Android, Roku, Web)",Warner Bros. Discovery,12 to 16 Yrs,,Karnataka,"['Java Python', ' JavaScript', ' Swift', ' Android', ' iOS', ' DevOps', 'Web 20', ' OTT', ' SRE', ' CICD']",posted 4 days ago
Sr. Engineer Software Engineering,Vertiv,8 to 12 Yrs,,Maharashtra,"['JavaScript HTML', ' CSS', 'RestAPIs', ' Angular framework']",posted 5 days ago
Full Stack Intern Software Engineering,Jai Kisan,0 to 4 Yrs,,Karnataka,"['Angular Python', ' Java', ' Go', ' SQL', ' MySQL', ' PostgreSQL', ' NoSQL', ' MongoDB', ' Firebase', ' RESTful APIs', ' Data Structures', ' Algorithms', ' AWS', ' Git', ' GitHub', 'React', ' Vue', ' Nodejs', ' GraphQL', ' GitHub Copilot', ' ChatGPT', ' EC2', ' S3', ' RDS']",posted 4 days ago
"Vice President, Software Engineering",Mastercard,10 to 14 Yrs,,Maharashtra,"['Software Engineering Advanced Analytics', ' Vendor Management', ' Innovation', ' Budget Planning', ' Resource Allocation', ' Technical Leadership', ' Product Architecture', ' Solutioning', ' Financial Management', ' Communication Skills', ' Team Management', 'Datadriven Insights', ' Technology Strategy', ' Engineering Best Practices', ' Technical Innovation']",posted 7 days ago
Technical Project Manager - Software Engineering,Calfus Inc.,8 to 15 Yrs,,Maharashtra,"['Java Python', ' Angular', ' Agile methodologies', ' software development', ' Jira', ' Asana', ' MS Project', ' DevOps', 'Nodejs', ' Reactjs', ' cloud architecture', ' CICD practices']",posted 4 days ago
Intern Software Engineering,BayaTree,0 to 4 Yrs,,Punjab,['Good communication skills Passion for software technologies'],posted 3 weeks ago
"Senior Manager Software Engineering, Supply Chain Technology",Wayfair,5 to 12 Yrs,,Karnataka,"['Release Engineering Architectural Design', ' Team Management', ' Product Design', ' Hiring', ' Agile Environment', ' Communication', ' Collaboration', ' Analytical Skills', 'Platform Experience', ' Containers', ' Container Orchestration', ' Deploy Automation', ' Decisionmaking']",posted 6 days ago
Software Engineering Intern - Frontend,Sense,0 to 4 Yrs,,Karnataka,"['HTML CSS', ' JavaScript', 'React', ' responsive design']",posted 1 week ago
Senior Associate Software Engineering,Trimont Services India Pvt Ltd,2 to 6 Yrs,,Hyderabad,"['SQL C', ' NET', ' TAS', 'CICD', ' REST APIs', ' Web Forms', ' NET Framework', ' NET Core', ' AngularReactjs', ' WebForms']",posted 7 days ago
Software Engineering Manager,Amdocs,13 to 17 Yrs,,Haryana,"['Machine Learning Azure', ' AWS', ' Java', ' microservices', ' people management', ' communication skills', ' Data Governance', ' NLP', 'GenAI', ' Databricks', ' PySpark', ' LLMs', ' Prompt Engineering', ' RAG', ' cloudnative architecture', ' data pipelines', ' analytical thinking', ' LangChain', ' HuggingFace Transformers', ' Vector Databases', ' MLOps', ' CICD', ' speech models', ' multimodal AI']",posted 4 days ago
Software Engineering (Frontend) Intern,Futures First,0 to 4 Yrs,,Jaipur,"['JavaScript HTML', ' CSS', ' Git', ' GitHub', ' performance optimization', ' Nx', ' REST', ' SSE', 'ES6', ' React', ' Nextjs', ' TypeScript', ' Jest', ' React Testing Library', ' microfrontends', ' monorepos', ' Turborepo', ' CICD']",posted 2 weeks ago
Senior Manager Software Engineering (Compliance Technology),Mogi I/O : OTT/Podcast/Short Video Apps for you,8 to 12 Yrs,,Hyderabad,"['software development data structures', ' algorithms', ' design patterns', ' system architecture', ' agile methodologies', ' analytical skills', ' communication skills', 'problemsolving']",posted 5 days ago
Full Stack Developer Lead I - Software Engineering,UST,3 to 7 Yrs,,Karnataka,"['RD Software Engineering', 'Full Stack']",posted 1 week ago
Software Engineering Intern,Prameya Consulting,0 to 4 Yrs,,Gujarat,"['algorithms routing', ' computer vision', ' machine learning', ' object detection', ' tracking', ' OpenCV', ' machine learning', ' NLP', ' Python', ' JavaScript', ' data structures', 'adaptive pedestrian routing algorithms', ' visionbased analytics', ' machine learning models', ' geospatial APIs', ' visualization libraries', ' graph traversal', ' route scoring strategies', ' computer vision pipelines', ' mobile app development', ' map libraries', ' routing APIs', ' GeoJSON', ' collaborative teamwork']",posted 2 months ago
Director of Software Engineering - Risk Technology,JPMC Candidate Experience page,10 to 14 Yrs,,Maharashtra,"['software engineering data architecture', ' product management', ' AWS', ' Python', ' Java', ' Snowflake', ' Airflow', ' databases', ' analytics', 'applications', ' technical processes', ' Databricks']",posted 2 weeks ago
Software Engineering Operations Leader,Eaton,18 to 22 Yrs,,Maharashtra,"['Agile methodologies DevOps', 'EndtoEnd Testing', ' Software Program Management', ' Cybersecurity', ' Software Engineering Excellence', ' CICD']",posted 1 week ago
Software Engineering Analyst,Infinite NXT and Technologies,7 to 12 Yrs,60  - 90 LPA,Australia,"['sales retention software testing', ' software sales', ' software services', ' manual test execution', ' keyword advertising', '']",posted 1 month ago
Senior Specialist - Software Engineering,LTIMindtree Limited,6 to 8 Yrs,,Chennai,['MERN'],posted 1 week ago
Specialist - Software Engineering,LTIMindtree Limited,5 to 7 Yrs,,Hyderabad,['Marketo'],posted 1 day ago
Software Engineering Manager,Ford Motor Company,10 to 14 Yrs,,Chennai,"['Java Spring', ' Microservices', ' Angular', ' Google Cloud Platform', ' eXtreme Programming', 'OpenShift CAAS', ' Lean methodology', ' API economy', ' SRE principles']",posted 4 days ago
"Manager, Software Engineering - AdTech SDKs (iOS, Android, Roku, Web)",Warner Bros. Discovery,12 to 16 Yrs,,Karnataka,"['Java Python', ' JavaScript', ' Swift', ' Android', ' iOS', ' DevOps', 'Web 20', ' OTT', ' SRE', ' CICD']",posted 4 days ago
Sr. Engineer Software Engineering,Vertiv,8 to 12 Yrs,,Maharashtra,"['JavaScript HTML', ' CSS', 'RestAPIs', ' Angular framework']",posted 5 days ago
Full Stack Intern Software Engineering,Jai Kisan,0 to 4 Yrs,,Karnataka,"['Angular Python', ' Java', ' Go', ' SQL', ' MySQL', ' PostgreSQL', ' NoSQL', ' MongoDB', ' Firebase', ' RESTful APIs', ' Data Structures', ' Algorithms', ' AWS', ' Git', ' GitHub', 'React', ' Vue', ' Nodejs', ' GraphQL', ' GitHub Copilot', ' ChatGPT', ' EC2', ' S3', ' RDS']",posted 4 days ago
"Vice President, Software Engineering",Mastercard,10 to 14 Yrs,,Maharashtra,"['Software Engineering Advanced Analytics', ' Vendor Management', ' Innovation', ' Budget Planning', ' Resource Allocation', ' Technical Leadership', ' Product Architecture', ' Solutioning', ' Financial Management', ' Communication Skills', ' Team Management', 'Datadriven Insights', ' Technology Strategy', ' Engineering Best Practices', ' Technical Innovation']",posted 7 days ago
Technical Project Manager - Software Engineering,Calfus Inc.,8 to 15 Yrs,,Maharashtra,"['Java Python', ' Angular', ' Agile methodologies', ' software development', ' Jira', ' Asana', ' MS Project', ' DevOps', 'Nodejs', ' Reactjs', ' cloud architecture', ' CICD practices']",posted 4 days ago
Intern Software Engineering,BayaTree,0 to 4 Yrs,,Punjab,['Good communication skills Passion for software technologies'],posted 3 weeks ago
"Senior Manager Software Engineering, Supply Chain Technology",Wayfair,5 to 12 Yrs,,Karnataka,"['Release Engineering Architectural Design', ' Team Management', ' Product Design', ' Hiring', ' Agile Environment', ' Communication', ' Collaboration', ' Analytical Skills', 'Platform Experience', ' Containers', ' Container Orchestration', ' Deploy Automation', ' Decisionmaking']",posted 6 days ago
Software Engineering Intern - Frontend,Sense,0 to 4 Yrs,,Karnataka,"['HTML CSS', ' JavaScript', 'React', ' responsive design']",posted 1 week ago
Senior Associate Software Engineering,Trimont Services India Pvt Ltd,2 to 6 Yrs,,Hyderabad,"['SQL C', ' NET', ' TAS', 'CICD', ' REST APIs', ' Web Forms', ' NET Framework', ' NET Core', ' AngularReactjs', ' WebForms']",posted 7 days ago
