Title,Employer Name,Location,Skills list,Experience Min,Experience Max,Experience Band,Salary Disclosed,Salary Min,Salary Max,Salary Band,Job Role,Posted Days Ago
Business Marketing Executive,Astrotech India,Nagpur,"['Sales strategies Customer relations', 'Market research', 'Product presentation', 'IT Sales', 'Software Sales', 'Communication skills', 'Networking skills', 'Project management', 'Interpersonal skills', 'Field work', 'Lead generation', 'Productivity tools', 'Marketing strategies', 'Sales reports', 'Client queries', 'Sales data tracking', 'Sales performance reports', 'Modern marketing techniques', 'Local travel management']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Sr. Sales Executive,Ramanani Cars Private Limited,Tiruppur,"['Sales Customer Handling', 'Retail', 'Rural Sales', 'UG', 'Diploma', 'Automobile Industry', 'FMCG', 'PG']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Marketing Intern (Paid Internship),Digital Holder,All India,"['Marketing Lead Generation', 'Client Interaction', 'Market Research', 'Social Media Marketing', 'Digital Marketing', 'Event Organization', 'Product Demos']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Digital Marketing Manager,Ouranos Robotics Pvt Ltd (KrishiVerse & BlueWave),Jabalpur,"['SEO Email Marketing', 'Content Creation', 'Social Media Management', 'Video Editing', 'Graphic Designing', 'Google Analytics', 'Google Ads', 'Meta Ads', 'Ads Manager']",0.0,4.0,Entry Level,True,,,Not Disclosed,Manager,60
Junior Executive Trainee - Barcoding,Malabar Group,Maharashtra,"['Delivery Management Inventory Management', 'Stock Management', 'Quality Control', 'Process Management', 'Barcoding']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Executive Assistant to the CEO,learn2speak,All India,"['MS OfficeExcellent follow up skills', 'English communication']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Graphic Designer,Visit Hub,Sirsa,"['Graphic Design Adobe Creative Suite', 'Visual Communication', 'Typography', 'Illustration', 'Layout Design', 'Creativity', 'Time Management', 'Attention to Detail']",2.0,6.0,Mid Level,True,,,Not Disclosed,Designer,60
Meta ads Intern,Ascent Media Agency,Nagpur,"['Meta ad campaigns Analyzing campaign performance', 'Optimizing ROI in digital advertising']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Manager - Guest Relations,Malabar Group,Delhi,"['Floor ManagementExcellent communicative', 'interpersonal abilities', 'Hospitality', 'Administration']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,60
Designer Engineer (Instrumentation),Aquatherm Engineering Consultants,Chennai,"['PLC SCADA', 'Familiarization Knowledge on standards']",0.0,3.0,Entry Level,True,,,Not Disclosed,Engineer,60
UI/UX Designer,Glidix Technologies LLC,Kozhikode,"['Wireframing Mockups', 'Optimization', 'Usability testing', 'Web standards', 'UIUX design', 'Frontend web development', 'Interactive prototypes', 'Sketch', 'Adobe XD', 'Figma', 'Responsive design', 'User feedback', 'Accessibility guidelines', 'Crossbrowser compatibility']",1.0,5.0,Entry Level,True,,,Not Disclosed,Designer,60
Inside Sales Specialist - (B2C Sales),Simplilearn,Karnataka,"['Sales Upselling', 'Communication', 'Customer Relationship Management', 'Crossselling']",0.0,4.0,Entry Level,True,,,Not Disclosed,Specialist,60
Operations Manager/Voice Process/BPO,Hiresquad Resources,Karnataka,"['International BPO International Voice Process', 'Revenue Generation', 'Training', 'Development', 'Performance Management', 'Employee Engagement', 'Workforce Management', 'Operations Manager', 'Operations Matrices', 'Client Service Level Agreements']",1.0,5.0,Entry Level,True,,,Not Disclosed,Manager,60
Motion Graphic Intern,Claw Legaltech,Ahmedabad,"['Motion design Video editing', 'After Effects', 'Animation tools', 'Premiere Pro', 'Figma', 'Creative sense', 'Attention to detail']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Email Marketing & Growth Alliances Internship,Gravity Engineering Services,All India,"['email marketing copywriting', 'email campaigns', 'drive']",0.0,3.0,Entry Level,True,,,Not Disclosed,Intern,60
Artificial Intelligence (AI) + Python Intern,NAVATIES SOLUTIONS PRIVATE LIMITED,All India,"['NLP Numpy', 'PDF', 'Excel', 'RAG', 'LLM', 'Vector Database', 'LangChain', 'Ollama', 'Whisper', 'Advance Python Programming', 'DSA', 'Pandas', 'External Reader', 'Writers', 'File Handling', 'Markdown', 'Crawlers  Spiders', 'Requests', 'Beautiful Soups']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Catalogue Manager,Elevatoz Loyalty,Karnataka,"['Category Management Vendor Management', 'Negotiation', 'Strategic Planning', 'Opportunity Identification', 'Execution', 'Collaboration', 'Monitoring', 'Reporting', 'Analytical Skills', 'Communication Skills', 'Stakeholder Management', 'Catalogue Management', 'Problemsolving Skills', 'Organizational Skills']",4.0,8.0,Mid Level,True,,,Not Disclosed,Manager,60
Sea Operations Executive,Multiverse Exim Private Limited,Maharashtra,"['Logistics Consulting Freight Forwarding', 'Customs Brokerage', 'Warehousing', 'Customer service', 'Communication skills', 'MS Office', 'Inland Transportation', 'US Customs processes', 'US haulage bookings', 'US Customs documentation', 'Cargowise']",2.0,6.0,Mid Level,True,,,Not Disclosed,Executive,60
Retail Store Auditor,NetAmbit,Karnataka,"['Auditing Store Management', 'Travel', 'Kannada']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Full Stack Developer,Serpro Consulting,Karnataka,"['Express PostgreSQL', 'Azure', 'AWS', 'DevOps', 'Nodejs', 'CICD']",5.0,9.0,Senior Level,True,,,Not Disclosed,Developer,60
Sales Executive,The HRFLY,Ahmedabad,"['sales process communication skills', 'interpersonal skills', 'selling life insurance', 'banca channels', 'crossselling', 'life insurance products', 'building relationships', 'maintaining relationships', 'achieving sales targets', 'product presentations', 'training sessions', 'identifying customer needs', 'managing customer queries', 'maintaining records']",2.0,6.0,Mid Level,True,,,Not Disclosed,Executive,60
International Sales Intern,Ascentive Global,Haryana,"['Sales Lead Generation', 'Communication Skills', 'Research', 'Database Management', 'Reporting', 'Outbound Calls', 'Followups']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
AI/ML Engineer - Python/Tensorflow,True Talents,Haryana,"['PythonTensorFlow', 'Machine Learning Algorithms']",2.0,6.0,Mid Level,True,,,Not Disclosed,Engineer,60
Executive- Communications & Branding,Indian Institute of Art and Design,Delhi,"['Email Marketing Content Creation', 'SEO', 'Google Analytics', 'Data Analysis', 'Copywriting', 'HTML', 'CSS', 'SEM Rush']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
UX UI Designer Intern,ProCreator Solutions,Navi Mumbai,"['user research wireframing', 'prototyping', 'verbal communication', 'collaboration', 'UIUX design', 'Figma', 'design tools', 'attention to detail']",0.0,3.0,Entry Level,True,,,Not Disclosed,Designer,60
Embedded Software Developer,We Remote Devs,Kolkata,"['Firmware development Microcontroller', 'Development tools', 'Linux internals', 'Data structures', 'Algorithms', 'Embedded CC programming', 'Digital communications protocols', 'QTQML', 'UI Coding']",1.0,5.0,Entry Level,True,,,Not Disclosed,Software,60
MERN Stack Developer,Photon Software,All India,"['MongoDB Angular', 'Expressjs', 'Nodejs']",4.0,8.0,Mid Level,True,,,Not Disclosed,Developer,60
Software Test Engineer,Suntrion Group of Companies,Tamil Nadu,"['JavaScript Python', 'DICOM', 'UI Testing', 'Windows', 'Web Testing', 'JIRA', 'Playwright']",2.0,6.0,Mid Level,True,,,Not Disclosed,Software,60
Technical Support Executive-Acer process,Vasutti,Karnataka,['Hindi English'],0.0,4.0,Entry Level,True,,,Not Disclosed,Executive,60
Appian Developer,Persistent,Pune,"['Appian Java', 'REST', 'SOAP', 'Web Services', 'Business Process Management']",4.0,8.0,Mid Level,True,,,Not Disclosed,Developer,60
Technical Support Executive - Voice,Future Role,Karnataka,['Hindi English'],0.0,4.0,Entry Level,True,,,Not Disclosed,Executive,60
Customer Service Assistant Manager Logistics,ALPHA GLOBAL LOGISTICS,Maharashtra,"['Customer Service Logistics', 'Freight Forwarding', 'Communication', 'Interpersonal Skills', 'Microsoft Office', 'ProblemSolving', 'Multitasking']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,60
Software Engineer,School Radio,Hyderabad,"['Communication skills Presentation skills', 'Scriptwriting', 'Voiceovers', 'Audio editing', 'English speaking']",0.0,4.0,Entry Level,True,,,Not Disclosed,Software,60
Commercial Executive,ACE INFOTEXiS PVT.LTD .,Bhopal,"['Pricing Contract management', 'Purchase orders', 'Vendor coordination', 'Inventory management', 'Budget planning', 'Cost control', 'Documentation', 'Compliance', 'Reporting', 'Accounts', 'Logistics', 'Commercial transactions', 'Audits']",5.0,10.0,Senior Level,True,,,Not Disclosed,Executive,60
UI/UX designer,Technicalmini,All India,"['English Adobe Photoshop', 'Adobe Illustrator', 'UI Design', 'UX Design', 'Adobe XD', 'Figma']",2.0,6.0,Mid Level,True,,,Not Disclosed,Designer,60
Sales and Growth Executive (B2C),EaseToLearn,All India,"['Telesales EdTech', 'Sales Acumen', 'Communication Skills', 'Integrity', 'Target Driven', 'CustomerCentric', 'SelfMotivated']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Crisis Management Coordinator,S&P Global,Haryana,"['Crisis Management Business Continuity Management', 'Risk Evaluation', 'Incident Management', 'Project Management', 'Communication', 'Analytical Skills', 'Problem Solving', 'Coordination', 'Geopolitical Analysis', 'Google Applications']",3.0,7.0,Mid Level,True,,,Not Disclosed,Coordinator,60
Mobile App (Software) Developer,CITiLIGHT,Haryana,"['JavaScript Angular', 'Version Control', 'Java', 'React Native', 'TypeScript', 'API Integration', 'UIUX Tools', 'Mobile Debugging']",3.0,7.0,Mid Level,True,,,Not Disclosed,Software,60
Senior Software Engineer,TechConnexions - Startup Hiring Specialists,Chennai,"['PostgreSQL Docker', 'Kubernetes', 'Jira', 'Confluence', 'TypeScript', 'Reactjs', 'Nodejs', 'Azure Cloud']",4.0,8.0,Mid Level,True,,,Not Disclosed,Software,60
Video Presenter & Content Creator Intern,You Dot,Hyderabad,"['Video Editing Client Handling', 'Communication Skills', 'Video Presenter', 'Content Creator', 'Reels']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Compliance Specialist,Phoenix Contact,Faridabad,"['Creo MS Office', 'Excel', 'CAD design tools', 'English proficiency', 'Analytical thinking', 'Problemsolving']",5.0,9.0,Senior Level,True,,,Not Disclosed,Specialist,60
Business Development Executive,Finvomate Investment Services Pvt. Ltd.,West Bengal,"['stock marketExcellent communication', 'interpersonal skills', 'Basic knowledge of mutual funds', 'investment products', 'Good sales', 'negotiation skills', 'Ability to work independently', 'as part of a team', 'Proficiency in MS Office']",0.0,3.0,Entry Level,True,,,Not Disclosed,Executive,60
Social Media Manager and Content Creator,Soraya Luxe,Noida,"['Content Creation Social Media Marketing', 'Influencer Marketing', 'Video Editing', 'Instagram Management']",2.0,6.0,Mid Level,True,,,Not Disclosed,Manager,60
Instagram Content Creator,Boxiva Luxury Gifting,Karnataka,"['Editing Graphic Designing', 'Social Media Marketing', 'Content Writing', 'Photoshop', 'Illustrator', 'Video Making', 'Canva']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Assistant Marketing Manager,Zigsaw,Kolkata,"['Marketing communication Sales', 'Customer relationship management', 'Travel management', 'Presentation skills', 'Public speaking', 'Manufacturing industry knowledge', 'Market strategizing', 'Technical product knowledge', 'Business software proficiency', 'English communication skills']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,60
Sales & Marketing (AI & Construction Domain),EddyTools Tech Solutions - i4.0-AI,Kalyan,"['Construction technology Marketing', 'Market research', 'Client engagement', 'Social media marketing', 'MS Office', 'AI', 'Canva']",0.0,4.0,Entry Level,True,,,Not Disclosed,Sales,60
Customer Support Executive,Al Fahad Enterprises,Karnataka,"['English Hindi', 'Customer Support', 'Health Insurance', 'Communication Skills', 'Interpersonal Skills', 'Ticketing Systems', 'Healthcare Support', 'Problemsolving', 'CRM tools']",0.0,3.0,Entry Level,True,,,Not Disclosed,Executive,60
Sales Coordinator,Valam Solutions,Tamil Nadu,"['Sales coordination Customer service', 'CRM systems', 'Sales pipeline management']",2.0,6.0,Mid Level,True,,,Not Disclosed,Coordinator,60
Marketing Development Manager,Active Planet Park,All India,"['Leadership Communication', 'Project Management', 'Digital Marketing']",1.0,5.0,Entry Level,True,,,Not Disclosed,Manager,60
HR & Outreach associate,QUARK,Maharashtra,"['HR functions Team building', 'Community engagement', 'Recruitment', 'Onboarding', 'Performance evaluation', 'Communication', 'Talent engagement', 'Employee engagement', 'Outreach coordination', 'Influencer coordination', 'Community handling', 'Casting coordination', 'Team culture', 'Wellness initiatives']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
Partnership Management Associate,Bidshade,Noida,"['Analytical Skills Communication skills', 'Training', 'Project Management skills', 'Proactive problemsolving skills']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Project Coordinator,Webelio By Sedawk Dynamics Pvt Ltd,Haryana,"['Project Coordination Project Planning', 'Communication', 'Resource Allocation', 'Budgeting', 'Risk Management', 'MS Office', 'Excel', 'PowerPoint', 'Word', 'Execution Monitoring']",1.0,5.0,Entry Level,True,,,Not Disclosed,Coordinator,60
Sales Intern (SDR Intern),InstaVid,All India,"['Communication SkillsPersistence  Resilience', 'Organizational Skills', 'TechSavvy', 'Passion for Sales']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Founder Office Interns,Kefi Commerce,All India,"['Analytical Skills Communication Skills', 'Sales', 'Marketing', 'Partnerships']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Customer Service Associate (International Chat),TELUS Digital,Noida,"['Customer Service Communication Skills', 'International Chat Support', 'Graduation']",1.0,5.0,Entry Level,True,,,Not Disclosed,Customer service,60
Customer Service Associate (Chat),TELUS Digital,Noida,"['Customer Service Communication Skills', 'Order Processing', 'International Chat Support']",1.0,5.0,Entry Level,True,,,Not Disclosed,Customer service,60
Manager-Technical support(Architectural hardware),JobSocho,Delhi,"['MS Office Auto Cad', 'Analytical skill', 'Product tech']",4.0,8.0,Mid Level,True,,,Not Disclosed,Manager,60
Head of Human Resources,Seva Group,Nashik,"['Strategic thinking Leadership', 'People management', 'Communication', 'Interpersonal skills', 'HR software', 'Data analytics', 'Conflict resolution', 'Decisionmaking', 'Problemsolving']",3.0,7.0,Mid Level,True,,,Not Disclosed,Other,60
QA Test Automation Engineer,Persistent,Pune,"['SQL Quality Assurance', 'Interpersonal skills', 'Analytical skills', 'QA automation engineer', 'MSSQL server', 'Oracle server', 'Software application testing', 'Automation test scripts', 'Automated load testing tools']",4.0,8.0,Mid Level,True,,,Not Disclosed,Engineer,60
Assistant Store Manager,Wings Restro & Foods Private Limited,Panchkula,"['Customer Service Team Management', 'Food Safety', 'Inventory Management', 'Cost Control', 'Staff Scheduling', 'Training', 'Performance Management', 'Problem Solving', 'Order Placement', 'Cashier Duties']",2.0,6.0,Mid Level,True,,,Not Disclosed,Manager,60
Claim Processing Executive,Pawan Enterprises,Thane,"['Claim Processing Backend', 'Graduation in Zoology', 'Graduation in Biology', 'Graduation in Botany', 'Graduation in Chemistry']",0.0,4.0,Entry Level,True,,,Not Disclosed,Executive,60
Junior Python Developer / Senior Python Developer,Five Feed Learning Solutions Pvt. Ltd.,Karnataka,"['Python Django', 'Machine learning', 'Deep learning']",1.0,5.0,Entry Level,True,,,Not Disclosed,Developer,60
Business Development Manager - Property Management Accounting Services,Intuit Management Consultancy,All India,"['Business Development Client Acquisition', 'Sales', 'Financial Operations', 'Compliance', 'Lead Generation', 'Negotiation', 'Market Research', 'Relationship Management', 'Accounting Services']",4.0,8.0,Mid Level,True,,,Not Disclosed,Manager,60
Assistant Fashion Designer,arsons placement,Noida,"['Fashion Designing English', 'Communication skills', 'Ladies wear']",2.0,6.0,Mid Level,True,,,Not Disclosed,Designer,60
Social Media Executive,Else Digital PVT LTD,Bhopal,"['Social Media Content Creation', 'Community Management', 'Facebook Marketing', 'Facebook Page Operations', 'Audience Growth Strategies']",0.0,4.0,Entry Level,True,,,Not Disclosed,Executive,60
Social Media Manager,White Surface,Howrah,"['Social Media Marketing Communication skills', 'Photo Editing', 'Video Editing', 'Content strategies', 'Social Media Optimization SMO', 'English writing skills', 'Analyzing social media performance', 'Multitasking skills']",1.0,5.0,Entry Level,True,,,Not Disclosed,Manager,60
Enterprise Sales Specialist,Arting Digital,All India,"['enterprise sales Enterprise Sales', 'relationship building', 'SaaS sale', 'Business DevelopmentCommerce platforms', 'Large account selling experience', 'Excellent hunting', 'door opening', 'Business Development skills', 'nurturing', 'maintaining contacts']",3.0,7.0,Mid Level,True,,,Not Disclosed,Specialist,60
Social Media Manager Intern,MyMovies.in,Karnataka,"['Social Media Marketing Communication', 'Writing', 'Creativity', 'Engagement', 'Social Media Optimization SMO', 'Content Strategies', 'Social Media Management Tools']",0.0,4.0,Entry Level,True,,,Not Disclosed,Manager,60
Civil Engineer (Site Engineer),Arcoy,Ahmedabad,"['Civil Engineering Site Management', 'Leadership Skills', 'Quality Assurance', 'Analytical Skills', 'Project Management', 'Verbal Communication', 'Written Communication', 'Construction Projects Management', 'Health', 'Safety Standards', 'Logical Thinking']",2.0,10.0,Mid Level,True,,,Not Disclosed,Engineer,60
HR Generalist & Operations Assistant,SupportSages,Kochi,"['ExcelStrong communication', 'HR knowledge', 'Detailoriented', 'Multitasking', 'Responsible', 'Proficient in English', 'HRMS tools']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Digital Marketing Specialist (Strategy + Execution),VGK Academy,Mysore,"['SEO SEM', 'Social Media Management', 'Analytics', 'Ads']",2.0,6.0,Mid Level,True,,,Not Disclosed,Specialist,60
JAVA DEVELOPER,bitLabs,Hyderabad,"['Java Python', 'JavaScript', 'Web Development']",0.0,4.0,Entry Level,True,,,Not Disclosed,Developer,60
Export Marketing Manager,Jagannath Company,Delhi,"['Data Analysis SQL', 'Python', 'Excel', 'Statistics']",2.0,6.0,Mid Level,True,,,Not Disclosed,Manager,60
Channel Sales Manager,JOBSFORTRAVEL,Maharashtra,"['Channel Sales RFPs', 'Networking', 'Analytical Skills', 'IT Equipment Leasing', 'Financial Solutions', 'Analyzing Balance Sheets', 'Pricing Discussions']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,60
Primary Teacher,Bharti Airtel Foundation,All India,"['EVS English', 'Science', 'Math']",0.0,4.0,Entry Level,True,,,Not Disclosed,Teacher,60
Office Administration Assistant,Athena Global Systems,Navi Mumbai,"['Communication Skills Office Administration', 'Front Office', 'Verbal Communication', 'Written Communication', 'Time Management', 'Microsoft Office Suite', 'Resourceful', 'Proactive', 'Multitasking']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
WEB DESIGNER + FRONT END DEVELOPER,Fortec Web Solutions,Punjab,"['HTML CSS', 'JavaScript', 'Photoshop']",2.0,6.0,Mid Level,True,,,Not Disclosed,Developer,60
Fresher / Jr. Software Developer,UNICORN INFOSYSTEM,All India,"['HTML Theme development', 'WordPress customization', 'WordPress development', 'Plugin development', 'Crossplatform', 'Crossbrowser']",0.0,3.0,Entry Level,True,,,Not Disclosed,Software,60
HR Recruiter,Infobird,Karur,"['Recruitment Human Resources', 'HR Recruiter', 'HR Field']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Sales Executive - Field Sales,Org Linked,Coimbatore,"['Negotiation skills Client relationship management', 'Field sales', 'Strong communication', 'Selfmotivated', 'Targetdriven']",2.0,6.0,Mid Level,True,,,Not Disclosed,Executive,60
Special Project Intern,Moksha Media Group,Haryana,"['communicationresearch skills', 'basic digital knowhow', 'proactive', 'problemsolving']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Warehouse Associate - Weekends Off!,"Blue Ridge Beverage Company, Inc.",Salem,"['Forklift Warehousing', 'Order Picking', 'Inventory Management', 'Teamwork', 'Time Management', 'Loading', 'Math Skills']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Wordpress Developer,Digital Impacts,Maharashtra,"['WordPress Shopify', 'HTML', 'CSS', 'JS', 'SEO']",1.0,5.0,Entry Level,True,,,Not Disclosed,Developer,60
Electrical Sales Engineer,HR99 Global Services,Indore,"['Sales Business Development', 'Motors', 'Lighting', 'Solar', 'Client Relationship Management', 'Market Research', 'Collaboration', 'Reporting', 'Negotiation', 'Presentation Skills', 'Market Knowledge', 'Electrical Wires  Cables', 'Switch gears', 'Sales  Revenue Growth']",4.0,8.0,Mid Level,True,,,Not Disclosed,Engineer,60
JAVA DEVELOPERS,bitLabs,Hyderabad,"['Java Python', 'JavaScript', 'Web Development']",0.0,4.0,Entry Level,True,,,Not Disclosed,Developer,60
Associate Research Scientist R&D (Mammalian Cell Line),Dr. Aravind's IVF Fertility & Pregnancy Centre,All India,"['mammalian cell culture molecular biology', 'protein expression', 'downstream processing', 'cell biology', 'biotechnology', 'cell line development', 'genetic modification', 'cell characterization']",3.0,7.0,Mid Level,True,,,Not Disclosed,Scientist,60
Finance Assistant,A1 Human Wealth Management Private Limited,Haryana,"['Accounting Finance', 'GST', 'TDS', 'Bank Reconciliation', 'Statutory Compliances', 'Communication Skills', 'Critical Thinking', 'ProblemSolving', 'DecisionMaking']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Sales Assistant,ParkMont,Rajkot,"['Sales Strategies Market Research', 'Client Relationship Management', 'Product Knowledge', 'Forecasting', 'Promotional Strategies', 'Sales Reports', 'Security Technologies']",2.0,6.0,Mid Level,True,,,Not Disclosed,Sales,60
Sales Executive Healthcare,Health Reactive - India,Maharashtra,"['Interpersonal skills MS Office', 'Digital communication', 'Good communication']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Technical Support Executive,Trueline Solution,Surat,"['Technical Support Client Issue Resolution', 'Email Support', 'Collaboration', 'Record Keeping', 'Communication Skills', 'Analytical Skills', 'Live Chat Support', 'Phone Support', 'Remote Software Support', 'Team Player', 'Maintaining Policies', 'Procedures', 'Software Problem Identification', 'Software Demo', 'SelfHelp Manual Update', 'IT Knowledge Assessment', 'Logical Thinking', 'ProblemSolving Skills']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Sales Support Administrator,SUCCESS PATH,Mehsana,"['MS Excel PowerPoint', 'Pivot Tables', 'Analytical Skills', 'Data Interpretation', 'Multitasking']",3.0,7.0,Mid Level,True,,,Not Disclosed,Administrator,60
Lubricants oil marketing staff,SEVENOL PETROLUBES,Tiruppur,"['Sales Marketing', 'Field Marketing', 'Relationship Building', 'Customer Relationship Management', 'Business Development', 'Communication Skills', 'Negotiation Skills', 'Textile Industry Knowledge']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Field Sales Executive,Jobiffi.com,Ghaziabad,"['Medical sales Financial services', 'Communication', 'Interpersonal skills', 'Sales experience']",0.0,4.0,Entry Level,True,,,Not Disclosed,Executive,60
Store Manager,Blue Sky,Sirsa,['IndustryStore Manager'],0.0,4.0,Entry Level,True,,,Not Disclosed,Manager,60
PPC Executive Paid Ads Specialist,Moehair USA Inc,Delhi,"['PPC Keyword Research', 'Campaign Management', 'ROI Optimization', 'Remarketing', 'Digital Marketing', 'Campaign Analytics', 'Budget Management', 'SEO', 'Social Media Marketing', 'Paid Ads', 'Google Ads', 'Facebook Ads', 'Instagram Ads', 'Audience Targeting', 'PPC Trends', 'Campaign Performance Reporting', 'Meta Ads Manager']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Project Coordinator,V support Solutions,Coimbatore,"['Project Management Presentation Skills', 'Risk Management', 'Stakeholder Management', 'Client Communication', 'Time Management']",2.0,6.0,Mid Level,True,,,Not Disclosed,Coordinator,60
Primary Math Teacher (Grade 1 to 6),Educationknot,All India,"['Mathematics Teaching', 'BEd']",2.0,6.0,Mid Level,True,,,Not Disclosed,Teacher,60
Post Doctoral Research Associate,University of York - Computer Science,Nagpur,"['Physics Chemistry', 'Communication Skills', 'Materials Science', 'Transmission Electron Microscopes', 'Electron Energy Loss Spectroscopy', 'Energy Dispersive XRay Spectroscopy']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Customer Sales Executive,Adeeba e Services Pvt. Ltd.,Kolkata,"['Technical Support Printers', 'BPO', 'Outbound Sales', 'Computers', 'Router Support', 'Communication Skill', 'Call Closing']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Cloud Data Engineers,Uplers,All India,"['dbt Spark', 'Airflow', 'Cloud Storage', 'GCP', 'AWS', 'Hadoop', 'Databricks', 'Delta Lake', 'Unity catalog', 'AI', 'Cloud Function', 'Databricks Workflows', 'Dataflow', 'ETLELT', 'Functions', 'BigQuery', 'PubSub', 'PySpark']",4.0,8.0,Mid Level,True,,,Not Disclosed,Engineer,60
VMC (Vertical Machining Center) 2D programmer-Setter-Operator,CORE MINDS TECH SOLUTIONS,Noida,"['Ability to interpret engineering drawings Experience in setting up workpieces', 'Familiarity with using precision measuring instruments', 'Skill in identifying', 'resolving issues', 'A keen eye for detail', 'Understanding of machine mechanics', 'Knowledge of safety protocols', 'VMC programmer', 'Understanding of Gcode', 'Machine Setup']",5.0,9.0,Senior Level,True,,,Not Disclosed,Other,60
Sales Representative,Hogla Pvt. Ltd.,West Bengal,"['Sales Relationship building', 'Good communication skills', 'Knowledge of local markets']",3.0,7.0,Mid Level,True,,,Not Disclosed,Sales,60
Digital Sales Executive,EnactOn Technologies,Surat,"['Digital Sales Customer Acquisition', 'Cold Calling', 'B2B Sales', 'Web Technologies', 'Communication Skills', 'Client Management', 'Business Development', 'Social Media Marketing', 'MS Office', 'Business Communication', 'Problem Solving', 'SaaS Products', 'Cloud Technologies', 'CRM Automation', 'Sales Targets', 'English Proficiency']",0.0,3.0,Entry Level,True,,,Not Disclosed,Executive,60
NPD - CNC Setting & Programming,Desirous Global Consulting,Chennai,"['Tool Selection Corrective Action', 'Preventive Action', 'MS Office', 'CNC Lathe', 'Cycle Time Estimation', 'Machine Parameters', 'Turning Components', 'Failure Modes Analysis', 'CAD 2D3D']",3.0,8.0,Mid Level,True,,,Not Disclosed,Other,60
Jr. officer QA,Varsha multitech,Karnataka,['MS Office Browsing'],0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
Accounts Executive,A1 Human Wealth Management Private Limited,Haryana,"['Bookkeeping Billing', 'Invoicing', 'Tax compliance', 'Financial planning', 'Financial records management', 'GST compliance']",1.0,5.0,Entry Level,True,,,Not Disclosed,Executive,60
Finance Experts,A1 Human Wealth Management Private Limited,Haryana,"['GST TDS', 'Income Tax', 'Accounting', 'Financial Planning', 'Leadership']",5.0,10.0,Senior Level,True,,,Not Disclosed,Other,60
Sales / Business Development Intern,Letsfin Tech Pvt Ltd,Delhi,"['Customer Service Sales Management', 'Interpersonal Skills', 'Negotiation Skills', 'Excellent Communication', 'Knowledge of Fintech Industry', 'Email Drafting', 'Research Skills']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Pharma Filteration Sales,Corporate Comrade Consultancy,Karnataka,"['Technical Sales Life Sciences', 'B2B Sales', 'OEM Sales', 'Consultative Sales', 'Technical Presentations', 'Trade Shows', 'Depth Filtration', 'Pharma Filteration Sales', 'Sales Leader', 'Filtration Systems', 'Pharmaceutical API', 'Biotech', 'Sterile Function', 'Pharma Process Engineering Solutions', 'SolutionDriven Sales', 'Sales Pipeline Management', 'CustomerCentric Solutions', 'Plant Audits', 'Industry Events', 'Process Filtration', 'Membrane Filtration', 'Sterile Filtration', 'Utility Filtration', 'Validation Protocols', 'Cleanroom Compliance']",3.0,10.0,Mid Level,True,,,Not Disclosed,Sales,60
Robotic parking operator,Lulu Group International,Kochi,['MaintenanceElectrical'],1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
